# f2_ablation_sweep provenance (W3C PROV / RO-Crate, arXiv:2312.07852)
# prov:generatedAt = 1780324947 (unix seconds UTC)
# prov:wasGeneratedBy = f2_ablation_sweep --mode all --steps 200
# prov:agent_git_sha = be9b4c4
# prov:host = playras-MacBook-Pro.local
# prov:trainer_internals_schema = trainer_internals_v1_2026_06_01
# prov:cargo_pkg_version = 0.1.0
# Bump trainer_internals_schema in src/race/multi_seed.rs when LCG/init/forward changes.
mode,fix_name,fix_index,cumulative_n,seed,bpb,config_hash,wall_s
pairwise,pair_wd_dropout,20,,44,0.738702,0xe5035e0edbe7ee0d,1.394
pairwise,pair_wd_dropout,20,,45,0.721817,0xe5035e0edbe7ee0d,1.394
pairwise,pair_wd_dropout,20,,46,0.728301,0xe5035e0edbe7ee0d,1.394
triplet,full_stack,-1,,42,5.129347,0xd0e821e617e4141e,1.556
triplet,full_stack,-1,,43,5.140352,0xd0e821e617e4141e,1.556
triplet,full_stack,-1,,44,5.115363,0xd0e821e617e4141e,1.556
triplet,full_stack,-1,,45,5.138470,0xd0e821e617e4141e,1.556
triplet,full_stack,-1,,46,5.110578,0xd0e821e617e4141e,1.556
triplet,triplet_rms_warmup_gradclip,0,,42,5.999999,0x4900b6e3f78f5c96,1.342
triplet,triplet_rms_warmup_gradclip,0,,43,5.999999,0x4900b6e3f78f5c96,1.342
triplet,triplet_rms_warmup_gradclip,0,,44,5.999999,0x4900b6e3f78f5c96,1.342
triplet,triplet_rms_warmup_gradclip,0,,45,5.999999,0x4900b6e3f78f5c96,1.342
triplet,triplet_rms_warmup_gradclip,0,,46,5.999999,0x4900b6e3f78f5c96,1.342
triplet,triplet_rms_warmup_clamp,1,,42,5.999999,0x4900b6e3f78f5c96,1.325
triplet,triplet_rms_warmup_clamp,1,,43,5.999999,0x4900b6e3f78f5c96,1.325
triplet,triplet_rms_warmup_clamp,1,,44,5.999999,0x4900b6e3f78f5c96,1.325
triplet,triplet_rms_warmup_clamp,1,,45,5.999999,0x4900b6e3f78f5c96,1.325
triplet,triplet_rms_warmup_clamp,1,,46,5.999999,0x4900b6e3f78f5c96,1.325
triplet,triplet_rms_warmup_smooth,2,,42,5.999999,0x8a739b2714301545,1.306
triplet,triplet_rms_warmup_smooth,2,,43,5.999999,0x8a739b2714301545,1.306
triplet,triplet_rms_warmup_smooth,2,,44,5.999999,0x8a739b2714301545,1.306
triplet,triplet_rms_warmup_smooth,2,,45,5.999999,0x8a739b2714301545,1.306
triplet,triplet_rms_warmup_smooth,2,,46,5.999999,0x8a739b2714301545,1.306
triplet,triplet_rms_warmup_wd,3,,42,0.785157,0xae62e388d4083a66,1.488
triplet,triplet_rms_warmup_wd,3,,43,1.614273,0xae62e388d4083a66,1.488
triplet,triplet_rms_warmup_wd,3,,44,1.369380,0xae62e388d4083a66,1.488
triplet,triplet_rms_warmup_wd,3,,45,0.724836,0xae62e388d4083a66,1.488
triplet,triplet_rms_warmup_wd,3,,46,0.547710,0xae62e388d4083a66,1.488
triplet,triplet_rms_warmup_dropout,4,,42,5.999999,0x0d298cb6a4a0ded5,1.441
triplet,triplet_rms_warmup_dropout,4,,43,5.999999,0x0d298cb6a4a0ded5,1.441
triplet,triplet_rms_warmup_dropout,4,,44,5.999999,0x0d298cb6a4a0ded5,1.441
triplet,triplet_rms_warmup_dropout,4,,45,5.999999,0x0d298cb6a4a0ded5,1.441
triplet,triplet_rms_warmup_dropout,4,,46,5.999999,0x0d298cb6a4a0ded5,1.441
triplet,triplet_rms_gradclip_clamp,5,,42,5.999999,0x4840305c338c9e03,1.147
triplet,triplet_rms_gradclip_clamp,5,,43,5.999999,0x4840305c338c9e03,1.147
triplet,triplet_rms_gradclip_clamp,5,,44,5.999999,0x4840305c338c9e03,1.147
triplet,triplet_rms_gradclip_clamp,5,,45,5.999999,0x4840305c338c9e03,1.147
triplet,triplet_rms_gradclip_clamp,5,,46,5.999999,0x4840305c338c9e03,1.147
