# Dual-mediator decomposition (Zhao-Luo 2020 arXiv:2007.16031)
# M1 = wd, M2 = warmup
# NDE = Δ_{X,M1,M2};  NIE_M1 = (Δ_X − Δ_{X,M1}) − NIE_chain;
# NIE_M2 = (Δ_X − Δ_{X,M2}) − NIE_chain;
# NIE_chain = (Δ_X − Δ_{X,M1}) − (Δ_{X,M2} − Δ_{X,M1,M2})
# Loop 35: SEs from per-seed PSE variance (multivariate delta-method,
# Miles & Shpitser 2017 arXiv:1710.02011 §3)
# Loop 36: 95% CIs use t_{0.975, df=N-1} (arXiv:2508.10083 — BCa undercovers at N=5)
rank,fix_x,n,delta_x,nde,se_nde,ci95_nde_lo,ci95_nde_hi,nie_m1,se_nie_m1,ci95_nie_m1_lo,ci95_nie_m1_hi,nie_m2,se_nie_m2,ci95_nie_m2_lo,ci95_nie_m2_hi,nie_chain,se_nie_chain,ci95_nie_chain_lo,ci95_nie_chain_hi,sum,residual,pct_nde,pct_m1,pct_m2,pct_chain
1,rms,5,0.873177,-4.118551,0.203130,-4.682530,-3.554572,4.991728,0.204923,4.422770,5.560686,1.267003,0.271169,0.514118,2.019888,-1.267003,0.271169,-2.019888,-0.514118,0.873177,-0.000000,-471.67,571.67,145.10,-145.10
2,dropout,5,-0.083514,-4.551132,0.120976,-4.887015,-4.215249,4.461804,0.128803,4.104189,4.819418,0.057436,0.175425,-0.429623,0.544495,-0.051622,0.183362,-0.560716,0.457472,-0.083514,0.000000,5449.53,-5342.57,-68.77,61.81
3,gradclip,5,-0.006929,-4.744295,0.092202,-5.000287,-4.488302,4.731540,0.091498,4.477503,4.985578,0.111322,0.160779,-0.335071,0.557715,-0.105497,0.160468,-0.551027,0.340033,-0.006929,-0.000000,68466.17,-68282.11,-1606.51,1522.46
4,clamp,5,0.000000,-4.869644,0.003833,-4.880285,-4.859003,4.874798,0.013459,4.837431,4.912165,0.324815,0.103234,0.038192,0.611439,-0.329969,0.105379,-0.622548,-0.037390,-0.000000,0.000000,NaN,NaN,NaN,NaN
5,smooth,5,0.000000,-4.869644,0.003833,-4.880285,-4.859003,4.874798,0.013459,4.837431,4.912165,0.324815,0.103234,0.038192,0.611439,-0.329969,0.105379,-0.622548,-0.037390,-0.000000,0.000000,NaN,NaN,NaN,NaN
